Ensembl ID;Genes;Transcript Start;Transcript End;Chromosome;CCDS.ID;RefSeq
ENSMUST00000098312;Exoc8;124893108;124897705;8;CCDS22777;NM_198103
ENSMUST00000098350;Scap;110333356;110384950;9;CCDS23564;"NM_001103162; NM_001001144"
ENSMUST00000098367;Mlycd;119394878;119411102;8;CCDS22703;NM_019966
ENSMUST00000098651;Pias1;62878368;62980879;9;CCDS40665;NM_019663
ENSMUST00000098817;Vps37a;40511783;40551134;8;CCDS22254;NM_033560
ENSMUST00000098948;Smarca4;21616169;21704230;9;CCDS52737;NM_001174078
ENSMUST00000098950;Elavl1;4285382;4325413;8;CCDS22084;NM_010485
ENSMUST00000099071;Mocs3;168230622;168232594;2;CCDS50802;NM_001160330
ENSMUST00000099078;Arfgef2;166805588;166898052;2;CCDS38335;NM_001085495
ENSMUST00000099173;Eif2s2;154871410;154892935;2;CCDS38292;NM_026030
ENSMUST00000099195;Pde7a;19223108;19311322;3;CCDS50871;NM_001122759
ENSMUST00000099224;Csnk2a1;152226839;152281852;2;CCDS16879;NM_007788
ENSMUST00000099274;Pdzd8;59297178;59345780;19;CCDS29936;NM_001033222
ENSMUST00000099295;Poc5;96388294;96417737;13;CCDS26703;NM_026173
ENSMUST00000099329;Ube2n;95515145;95545657;10;CCDS48677;NM_080560
ENSMUST00000099384;Brd9;73937838;73960895;13;CCDS36728;NM_001024508
ENSMUST00000099393;Hps6;46003508;46006173;19;CCDS29869;NM_176785
ENSMUST00000099490;Nsd1;55209782;55318325;13;CCDS36673;NM_008739
ENSMUST00000099494;Btaf1;36926079;37012752;19;CCDS37969;NM_001080706
ENSMUST00000099538;Sumo3;77606571;77617422;10;CCDS78843;NM_001301671
ENSMUST00000099554;Mis18a;90719312;90727404;16;CCDS28316;NM_025642
ENSMUST00000099556;Fam122a;24476502;24477356;19;CCDS29712;NM_026520
ENSMUST00000099691;Hk1;62268855;62340542;10;CCDS48577;NM_001146100
ENSMUST00000099735;Yae1d1;17981330;17993349;13;CCDS26256;NM_025904
ENSMUST00000099858;Prep;45067203;45167198;10;CCDS23826;NM_011156
ENSMUST00000100026;Ccdc50;27388869;27452218;16;CCDS37305;"NM_001289436; NM_026202"
ENSMUST00000100143;Rc3h2;37370073;37414821;2;CCDS38116;
ENSMUST00000100162;Copz1;103272910;103299868;15;CCDS27901;NM_019817
ENSMUST00000100171;Hspa5;34772095;34776531;2;CCDS15950;"NM_022310; NM_001163434"
ENSMUST00000100206;Larp4;99972780;100016358;15;CCDS37208;"NM_001284523; NM_001024526"
ENSMUST00000100219;Dolk;30284231;30286334;2;CCDS15877;NM_177648
ENSMUST00000100237;Ttf1;29060262;29087656;2;CCDS38089;NM_009442
ENSMUST00000100329;Ndor1;25244821;25255383;2;CCDS57157;NM_001252541
ENSMUST00000100484;Eif3d;77958998;77970813;15;CCDS37130;NM_018749
ENSMUST00000100487;Eif2ak1;143817788;143904251;5;CCDS84994;NM_013557
ENSMUST00000100489;Rac1;143505482;143527993;5;CCDS84993;NM_001347530
ENSMUST00000100507;Eif3b;140419328;140443360;5;CCDS19819;NM_133916
ENSMUST00000100528;Ube2z;96047432;96065388;11;CCDS36289;NM_172300
ENSMUST00000100538;Zc3h3;75754430;75841915;15;CCDS27550;NM_172121
ENSMUST00000100655;9130401M01Rik;58022259;58034315;15;CCDS37078;NM_029418
ENSMUST00000100729;Psmd9;123228190;123250131;5;CCDS39266;NM_026000
ENSMUST00000100802;Nufip2;77686155;77712741;11;CCDS25083;NM_001024205
ENSMUST00000100816;Med13l;118560719;118765438;5;CCDS57375;NM_172424
ENSMUST00000100837;Camk2g;20734875;20794051;14;CCDS26856;NM_001039139
ENSMUST00000100850;1500011B03Rik;114822439;114823445;5;CCDS39225;NM_181075
ENSMUST00000100864;Smim10l1;133104909;133107750;6;CCDS51934;NM_001163445
ENSMUST00000101055;Ccnk;108179738;108203359;12;CCDS49165;
ENSMUST00000101070;Jagn1;113442569;113448229;6;CCDS20419;NM_026365
ENSMUST00000101087;Srp72;76974683;76999937;5;CCDS39119;NM_025691
ENSMUST00000101118;Rybp;100228565;100287485;6;CCDS39579;NM_019743
ENSMUST00000101153;Iqsec1;90656088;90716529;6;CCDS51850;NM_001134383
ENSMUST00000101225;Psen1;83688563;83735199;12;CCDS26030;NM_008943
ENSMUST00000101388;Zxdb;94724569;94730187;X;CCDS41065;NM_001081473
ENSMUST00000101499;Cbll1;31484936;31499616;12;CCDS56834;NM_001253847
ENSMUST00000101506;Tmem185a;70459753;70477180;X;CCDS30176;NM_001033328
ENSMUST00000102487;Szrd1;141113001;141139766;4;CCDS18864;"NM_001025608; NM_001277195"
ENSMUST00000102503;Mrto4;139347435;139352576;4;CCDS71505;"NM_001356476; NM_001290810"
ENSMUST00000102515;Prkacb;146729574;146812960;3;CCDS17906;NM_011100
ENSMUST00000102528;Ppp1cc;122158278;122175273;5;CCDS19643;NM_013636
ENSMUST00000102555;Dnajc24;105966709;106003549;2;CCDS16501;NM_026992
ENSMUST00000102561;Rpa2;132768335;132778752;4;CCDS18734;NM_011284
ENSMUST00000102573;Trim44;102300119;102400900;2;CCDS16466;NM_020267
ENSMUST00000102590;Kpna6;129643980;129672767;4;CCDS18701;NM_008468
ENSMUST00000102593;Eif3i;129591960;129600648;4;CCDS18698;NM_018799
ENSMUST00000102597;Hdac1;129516104;129542713;4;CCDS18696;NM_008228
ENSMUST00000102598;Rbbp4;129307100;129335370;4;CCDS18688;NM_009030
ENSMUST00000102604;Ak2;128993224;129011529;4;CCDS18679;NM_016895
ENSMUST00000102617;Adprhl2;126316047;126321703;4;CCDS18650;NM_133883
ENSMUST00000102625;Sars;108426612;108445169;3;CCDS17760;NM_011319
ENSMUST00000102636;Akirin1;123734559;123750345;4;CCDS18619;NM_023423
ENSMUST00000102645;Med19;84678402;84688215;2;CCDS16189;NM_025885
ENSMUST00000102687;Dmap1;117674681;117682273;4;CCDS18536;NM_023178
ENSMUST00000102703;Zfp39;58888153;58904225;11;CCDS24752;NM_011758
ENSMUST00000102724;Faf1;109676588;109963960;4;CCDS18468;NM_007983
ENSMUST00000102742;Btf3l4;108814295;108833614;4;CCDS18456;"NM_001356361; NM_027453"
ENSMUST00000102746;Uba2;34140688;34168575;7;CCDS21136;NM_016682
ENSMUST00000102758;Vdac1;52360860;52389397;11;CCDS24671;NM_011694
ENSMUST00000102759;Stam2;52691664;52742200;2;CCDS16037;NM_019667
ENSMUST00000102769;Mmadhc;50279881;50296717;2;CCDS16027;NM_133839
ENSMUST00000102781;Jak1;101152367;101265282;4;CCDS18393;NM_146145
ENSMUST00000102800;Gapvd1;34674594;34755232;2;CCDS15949;NM_025709
ENSMUST00000102874;Mdh1;21556787;21572193;11;CCDS24466;"NM_001316675; NM_008618"
ENSMUST00000102880;Ppp3r1;17159263;17200375;11;CCDS24448;NM_024459
ENSMUST00000102922;Pold2;5872180;5878292;11;CCDS24407;"NM_008894; NM_001361942"
ENSMUST00000102926;Anp32b;46450902;46472657;4;CCDS18151;NM_130889
ENSMUST00000102927;Pdpk1;24073680;24141595;17;CCDS28474;NM_011062
ENSMUST00000102928;Dbnl;5788530;5800962;11;CCDS24403;NM_013810
ENSMUST00000102948;E2f3;29906575;29986063;13;CCDS26413;NM_010093
ENSMUST00000102960;Stam;14074098;14149634;2;CCDS15698;NM_011484
ENSMUST00000102973;Aco1;40143081;40198338;4;CCDS18042;NM_007386
ENSMUST00000102994;Ufl1;25248605;25281821;4;CCDS18010;NM_026194
ENSMUST00000103013;Tbcd;121451949;121617164;11;CCDS25778;NM_029878
ENSMUST00000103035;Kctd2;115420128;115431274;11;CCDS25634;NM_183285
ENSMUST00000103061;Amz2;109426226;109436989;11;CCDS25579;NM_001252193
ENSMUST00000103075;Nsf;103821782;103954056;11;CCDS25524;NM_008740
ENSMUST00000103094;Acot8;164792768;164804882;2;CCDS17057;NM_133240
ENSMUST00000103101;Pigt;164497520;164508301;2;CCDS17038;NM_133779
ENSMUST00000103112;Zhx3;160765782;160859631;2;CCDS16997;
ENSMUST00000103133;Smarce1;99209047;99231017;11;CCDS25374;NM_020618
ENSMUST00000103152;Cdk5rap3;96907426;96916496;11;CCDS25306;"NM_001363256; NM_001308183; NM_030248"
ENSMUST00000103180;Pex10;155067016;155072433;4;CCDS19021;NM_001042407
ENSMUST00000103193;Itpa;130667610;130681614;2;CCDS16748;NM_025922
ENSMUST00000103198;Nop56;130274430;130279313;2;CCDS16737;NM_024193
ENSMUST00000103199;Snrpb;130171635;130179403;2;CCDS16735;NM_009225
ENSMUST00000103205;Polr1b;129100995;129126594;2;CCDS16720;NM_009086
ENSMUST00000103212;Ube4b;149328416;149426749;4;CCDS18958;NM_022022
ENSMUST00000103216;Dffa;149104146;149118870;4;CCDS18952;NM_010044
ENSMUST00000103217;Pex14;148960535;149099876;4;CCDS18950;NM_019781
ENSMUST00000103220;Snrnp200;127208399;127240451;2;CCDS16695;NM_177214
ENSMUST00000103221;Mtor;148448611;148557683;4;CCDS18937;NM_020009
ENSMUST00000103225;5730455P16Rik;80360493;80378034;11;CCDS25132;NM_027472
ENSMUST00000104998;Tmem203;25255439;25256292;2;CCDS38070;NM_177344
ENSMUST00000105139;Sf3b5;13005343;13009183;10;CCDS35843;NM_175102
ENSMUST00000105230;Sarnp;128821894;128877617;10;CCDS36092;NM_025364
ENSMUST00000105290;Nr2c1;94148023;94197211;10;CCDS24131;NM_011629
ENSMUST00000105336;Dot1l;80755206;80795461;10;CCDS35985;NM_199322
ENSMUST00000105447;Vps26a;62455277;62486805;10;CCDS35921;NM_133672
ENSMUST00000105502;Foxo3;42181841;42276752;10;CCDS23810;
ENSMUST00000105569;Plekhn1;156229044;156234857;4;CCDS38999;NM_198305
ENSMUST00000105571;Plekhn1;156221662;156228542;4;CCDS51407;NM_001008233
ENSMUST00000105608;Slc35e2;155601416;155623340;4;CCDS38995;NM_177186
ENSMUST00000105682;Rere;150281646;150621966;4;CCDS38979;NM_001085492
ENSMUST00000105699;Tardbp;148616726;148626758;4;CCDS38970;NM_001003899
ENSMUST00000105778;Prdm2;143107391;143212705;4;CCDS38942;"NM_001081355; NM_001256380"
ENSMUST00000105840;Usp48;137594140;137658531;4;CCDS84808;"NM_001355588; NM_001347227"
ENSMUST00000105851;Pithd1;135975460;135987264;4;CCDS51330;NM_025411
ENSMUST00000105907;Tmem222;133266045;133277792;4;CCDS51321;NM_025667
ENSMUST00000105909;Cars;143557707;143600056;7;CCDS57597;NM_001252593
ENSMUST00000105994;Snrnp40;130360132;130390026;4;CCDS38892;NM_025645
ENSMUST00000106054;Yars;129189760;129219607;4;CCDS18685;NM_134151
ENSMUST00000106072;Zfp362;128773088;128806045;4;CCDS38884;NM_001081098
ENSMUST00000106113;Foxk2;121259990;121309896;11;CCDS36393;NM_001080932
ENSMUST00000106157;Zranb1;132931142;132986391;7;CCDS21929;
ENSMUST00000106251;Fus;127967457;127985701;7;CCDS21886;NM_139149
ENSMUST00000106292;Prr14;127470371;127476759;7;CCDS21868;
ENSMUST00000106391;Prpsap1;116470845;116490348;11;CCDS48985;NM_026364
ENSMUST00000106406;Kdm4a;118136957;118180043;4;CCDS51282;NM_001161823
ENSMUST00000106411;Exoc7;116288001;116306734;11;CCDS48983;NM_001162872
ENSMUST00000106435;Fbf1;116142286;116165914;11;CCDS25659;
ENSMUST00000106439;Mrpl38;116131817;116138868;11;CCDS25658;NM_024177
ENSMUST00000106536;Rnpc3;113605464;113630149;3;CCDS17777;NM_026043
ENSMUST00000106609;Clcc1;108653913;108678840;3;CCDS17766;"NM_145543; NM_001355632"
ENSMUST00000106644;Nrd1;109000770;109061161;4;CCDS84773;
ENSMUST00000106653;Usp47;112023504;112111384;7;CCDS40089;NM_133758
ENSMUST00000107107;Plaa;94569167;94603244;4;CCDS18359;NM_172695
ENSMUST00000107234;Eed;89954654;89980983;7;CCDS40016;NM_021876
ENSMUST00000107237;Psmd4;95032694;95042614;3;CCDS38541;NM_008951
ENSMUST00000107353;Zfp592;80993681;81045164;7;CCDS40003;NM_178707
ENSMUST00000107364;Rab5c;100715009;100738215;11;CCDS36333;NM_024456
ENSMUST00000107421;Aen;78895934;78908381;7;CCDS52277;NM_001162939
ENSMUST00000107491;Dap3;88923635;88949951;3;CCDS50955;NM_001164533
ENSMUST00000107539;Cdk12;98203059;98251564;11;CCDS48902;NM_001109628
ENSMUST00000107545;Med1;98152155;98193293;11;CCDS36300;NM_001080118
ENSMUST00000107624;Sp2;96953341;96977711;11;CCDS36291;"NM_001363226; NM_001363225; NM_001080964; NM_030220"
ENSMUST00000107720;Stx17;48124926;48186507;4;CCDS18164;NM_026343
ENSMUST00000107723;Grwd1;45825227;45830789;7;CCDS21266;NM_153419
ENSMUST00000107771;Ruvbl2;45421898;45434623;7;CCDS21243;NM_011304
ENSMUST00000107818;Ankrd40;94328001;94341841;11;CCDS25253;NM_027799
ENSMUST00000107824;Zcchc7;44756568;44932203;4;CCDS18127;NM_138590
ENSMUST00000107886;Rgp1;43578715;43587487;4;CCDS38741;NM_172866
ENSMUST00000108015;Zfp619;39517766;39540420;7;CCDS39918;NM_001004139
ENSMUST00000108022;Ptrh2;86683985;86692457;11;CCDS48876;NM_001098810
ENSMUST00000108153;Rngtt;33310311;33502614;4;CCDS38705;NM_011884
ENSMUST00000108249;Prkci;30995747;31052959;3;CCDS17289;NM_008857
ENSMUST00000108379;BC024978;27195781;27210186;7;CCDS71921;NM_001290513
ENSMUST00000108425;Crk;75679284;75706908;11;CCDS70241;NM_001277219
ENSMUST00000108495;Strn4;16816317;16840927;7;CCDS39787;NM_001039878
ENSMUST00000108527;Dhx33;70984091;71004437;11;CCDS24971;NM_178367
ENSMUST00000108530;Nup88;70943102;70969954;11;CCDS36207;NM_172394
ENSMUST00000108531;Nup88;70943072;70969973;11;CCDS70233;NM_001276406
ENSMUST00000108567;Zfp444;6172482;6193811;7;CCDS20770;
ENSMUST00000108593;Ctdnep1;69981156;69990601;11;CCDS24927;NM_026017
ENSMUST00000108594;Elp5;69968224;69981252;11;CCDS24926;"NM_018740; NM_001253700"
ENSMUST00000108613;Eif5a;69916720;69921386;11;CCDS24923;"NM_001166595; NM_181582"
ENSMUST00000108808;Arfrp1;181359100;181365351;2;CCDS17209;
ENSMUST00000108810;Trim11;58978115;58991458;11;CCDS70195;NM_001290988
ENSMUST00000108840;Tcf25;123373823;123403806;8;CCDS52700;NM_001037877
ENSMUST00000108891;Cables2;180258540;180273496;2;CCDS38377;NM_145851
ENSMUST00000108988;Usp10;119910814;119957560;8;CCDS80938;NM_001310630
ENSMUST00000109075;Nelfcd;174415804;174427502;2;CCDS38358;NM_020580
ENSMUST00000109097;Sec24a;51692264;51756618;11;CCDS24660;NM_175255
ENSMUST00000109099;Atmin;116943393;116960445;8;CCDS22694;NM_177700
ENSMUST00000109103;Hnrnpab;51601174;51606847;11;CCDS48787;NM_001048061
ENSMUST00000109203;Paip1;119428601;119457391;13;CCDS36791;NM_001079849
ENSMUST00000109235;Stau1;166947549;166996278;2;CCDS50800;NM_001109905
ENSMUST00000109241;Snx18;113592179;113618564;13;CCDS36784;NM_130796
ENSMUST00000109260;Clint1;45852051;45910625;11;CCDS36130;NM_001045520
ENSMUST00000109308;Nfatc3;106059633;106130537;8;CCDS22628;NM_010901
ENSMUST00000109353;Tubgcp6;89098357;89123087;15;CCDS49697;NM_001163319
ENSMUST00000109354;Npm1;33154927;33163077;11;CCDS56765;NM_001252261
ENSMUST00000109381;Brd1;88687034;88734233;15;CCDS27730;NM_001033274
ENSMUST00000109384;Tomm34;164053540;164071169;2;CCDS71187;NM_001291155
ENSMUST00000109521;Polr2c;94857450;94864242;8;CCDS40442;NM_009090
ENSMUST00000109554;Zc3h7b;81745057;81796260;15;CCDS37150;NM_001081016
ENSMUST00000109570;Aar2;156547584;156568156;2;CCDS16967;NM_001164818
ENSMUST00000109586;Sertad2;20631979;20653021;11;CCDS24458;NM_001038625
ENSMUST00000109682;Dynlrb1;155236535;155250277;2;CCDS38294;NM_025947
ENSMUST00000109699;Nsun2;69612016;69634334;13;CCDS36722;NM_145354
ENSMUST00000109737;H2afv;6427229;6444443;11;CCDS48750;NM_029938
ENSMUST00000109790;Asxl1;153345845;153404007;2;CCDS38285;NM_001039939
ENSMUST00000109832;Ppp2r5c;110485739;110583062;12;CCDS36558;NM_001081457
ENSMUST00000109845;Dbnl;5788488;5800629;11;CCDS48747;NM_001146309
ENSMUST00000109847;Rbck1;152316334;152332412;2;CCDS38273;NM_001083921
ENSMUST00000109848;Wars;108860030;108894174;12;CCDS49171;NM_001164314
ENSMUST00000109905;Tmed9;55593169;55597697;13;CCDS49277;NM_026211
ENSMUST00000109910;Nf2;4765845;4849536;11;CCDS24391;"NM_010898; NM_001252252"
ENSMUST00000109950;Sin3b;72723285;72739906;8;CCDS52598;NM_001113248
ENSMUST00000110000;Naa20;145903241;145916425;2;CCDS50735;NM_001141965
ENSMUST00000110049;Eif4enif1;3202663;3244588;11;CCDS24354;NM_023743
ENSMUST00000110082;Calm1;100199435;100209814;12;CCDS36523;NM_009790
ENSMUST00000110105;Zc3h14;98746989;98787753;12;CCDS26100;"NM_029334; NM_001364403; NM_001364400"
ENSMUST00000110155;Tatdn1;58890155;58933730;15;CCDS37082;NM_175151
ENSMUST00000110340;Cox16;81359026;81485110;12;CCDS83976;NM_001309809
ENSMUST00000110557;Polr1d;147077346;147111361;5;CCDS39397;NM_181730
ENSMUST00000110661;Zscan29;121158273;121170268;2;CCDS71123;NM_001290819
ENSMUST00000110690;Oxct1;4026383;4155344;15;CCDS27361;NM_024188
ENSMUST00000110731;Kdelr2;143403838;143421901;5;CCDS39369;NM_025841
ENSMUST00000110813;Erich1;14027561;14090301;8;CCDS40238;NM_001034862
ENSMUST00000110934;Cnpy4;138187485;138193918;5;CCDS39341;NM_178612
ENSMUST00000111035;Pop7;137501438;137502425;5;CCDS19768;NM_028753
ENSMUST00000111147;Caprin1;103765018;103797104;2;CCDS16481;"NM_001111292; NM_001111290; NM_001111289"
ENSMUST00000111171;Pom121;135376141;135394546;5;CCDS51662;NM_148932
ENSMUST00000111252;Pex19;172126762;172136493;1;CCDS48445;NM_001159525
ENSMUST00000111298;Tmem248;130222335;130243666;5;CCDS39295;NM_027854
ENSMUST00000111325;Sdr39u1;55897283;55900258;14;CCDS36935;NM_001082975
ENSMUST00000111327;Tomm40l;171217802;171222184;1;CCDS15481;
ENSMUST00000111587;Diablo;123511705;123524176;5;CCDS39270;NM_023232
ENSMUST00000111610;Hnrnpc;52073377;52104028;14;CCDS36917;"NM_001360172; NM_001360175; NM_001360174; NM_016884"
ENSMUST00000111611;Klhl20;161088375;161131511;1;CCDS35748;NM_001039482
ENSMUST00000111668;Camkk2;122731170;122779382;5;CCDS80395;NM_001199676
ENSMUST00000111735;Tmem260;48446382;48515456;14;CCDS26993;NM_172600
ENSMUST00000111817;Gmfb;46808149;46822242;14;CCDS36898;NM_022023
ENSMUST00000111820;Tmppe;114401105;114407276;9;CCDS52951;NM_001200002
ENSMUST00000111920;Plekha3;76675281;76696828;2;CCDS16162;NM_031256
ENSMUST00000111945;Mapk8;33377898;33447158;14;CCDS36869;NM_016700
ENSMUST00000111996;Atp5g3;73908447;73911325;2;CCDS16136;NM_001301721
ENSMUST00000112091;Rab9;166457253;166479867;X;CCDS30527;NM_019773
ENSMUST00000112121;Mlec;115142981;115158179;5;CCDS19581;NM_175403
ENSMUST00000112137;Msl3;168654117;168673898;X;CCDS41211;NM_010832
ENSMUST00000112238;Foxn2;88440711;88490533;17;CCDS29022;"NM_001355742; NM_180974"
ENSMUST00000112289;Zrsr2;163935443;163958589;X;CCDS41204;NM_009453
ENSMUST00000112308;Lrpprc;84705247;84790558;17;CCDS29003;NM_028233
ENSMUST00000112505;Pgam5;110259130;110269913;5;CCDS51606;NM_001163538
ENSMUST00000112507;Fam98a;75537086;75551946;17;CCDS28974;NM_133747
ENSMUST00000112512;Golga3;110176701;110226470;5;CCDS39209;"NM_001347389; NM_008146"
ENSMUST00000112571;Dpy30;74299656;74316408;17;CCDS28970;NM_001146222
ENSMUST00000112588;Kdm5c;152233229;152274535;X;CCDS41178;NM_013668
ENSMUST00000112890;Dtymk;93800065;93801906;1;CCDS35672;NM_023136
ENSMUST00000112971;Atg4a;140956907;141164270;X;CCDS85810;NM_174875
ENSMUST00000113146;Mtmr14;113237843;113281392;6;CCDS20412;NM_026849
ENSMUST00000113245;Irak1bp1;82829540;82847687;9;CCDS23372;NM_022986
ENSMUST00000113337;Ubr2;46928295;47010520;17;CCDS28845;NM_146078
ENSMUST00000113360;Cab39;85793441;85851576;1;CCDS15112;"NM_001355047; NM_133781"
ENSMUST00000113423;Bad;6942501;6951893;19;CCDS70924;NM_001285453
ENSMUST00000113481;Zfp318;46383731;46420024;17;CCDS28827;NM_207671
ENSMUST00000113482;Fubp3;31572651;31617526;2;CCDS71025;"NM_001363079; NM_001290548"
ENSMUST00000113487;Sf1;6363922;6377196;19;CCDS50369;NM_011750
ENSMUST00000113533;Sac3d1;6116000;6118650;19;CCDS37896;NM_133678
ENSMUST00000113539;Zxdc;90369492;90385084;6;CCDS51848;NM_030260
ENSMUST00000113607;Copg1;87887814;87913595;6;CCDS39549;NM_017477
ENSMUST00000113641;Kat5;5603014;5610237;19;CCDS29472;NM_178637
ENSMUST00000113658;Gfpt1;87042846;87092197;6;CCDS39545;NM_013528
ENSMUST00000113698;C87436;86438727;86470388;6;CCDS57435;NM_001243741
ENSMUST00000113711;Wdr34;30031546;30048881;2;CCDS15865;NM_001008498
ENSMUST00000113820;Arpc2;74236497;74268209;1;CCDS35612;NM_001357387
ENSMUST00000113853;Ddx31;28840459;28905571;2;CCDS15848;NM_001033294
ENSMUST00000113904;Zcchc4;52783054;52824665;5;CCDS80282;"NM_001309445; NM_001308144"
ENSMUST00000113952;Wdr5;27515157;27536535;2;CCDS15829;NM_080848
ENSMUST00000114007;Cacfd1;27009926;27021089;2;CCDS38086;
ENSMUST00000114033;Ehmt2;34898469;34914051;17;CCDS70797;NM_001286575
ENSMUST00000114036;Son;91647880;91664033;16;CCDS37400;NM_019973
ENSMUST00000114074;Brcc3;75416710;75451708;X;CCDS41031;
ENSMUST00000114079;Mettl21a;64606473;64617242;1;CCDS15006;
ENSMUST00000114086;Klf7;64029447;64121491;1;CCDS15003;NM_033563
ENSMUST00000114160;Fam50a;74313033;74320149;X;CCDS41021;NM_138607
ENSMUST00000114200;Fam219b;57537563;57543184;9;CCDS52807;NM_001166364
ENSMUST00000114276;Rcn2;56041857;56059077;9;CCDS23206;NM_011992
ENSMUST00000114323;Kbtbd2;56777524;56797736;6;CCDS51790;"NM_001362212; NM_001362210"
ENSMUST00000114348;Ppil3;58430994;58445434;1;CCDS35579;NM_001285827
ENSMUST00000114371;Cmss1;57302000;57606846;16;CCDS37365;NM_025599
ENSMUST00000114437;Ppp2r1b;50856937;50881431;9;CCDS40626;NM_028614
ENSMUST00000114449;Maea;33335509;33373296;5;CCDS39063;NM_021500
ENSMUST00000114513;Gls;52163448;52233223;1;CCDS35561;NM_001081081
ENSMUST00000114551;Cetn2;72913532;72918411;X;CCDS41003;NM_019405
ENSMUST00000114583;Zfp777;48024188;48048114;6;CCDS39477;"NM_001081382; NM_001347139"
ENSMUST00000114590;Zfp513;31198981;31202303;5;CCDS19178;NM_175311
ENSMUST00000114776;Pias2;77065690;77146937;18;CCDS50323;"NM_001164169; NM_001164170"
ENSMUST00000114839;Dnajb6;29735940;29767103;5;CCDS39043;"NM_011847; NM_001127367"
ENSMUST00000114849;Uhrf1bp1;27856441;27900041;17;CCDS37524;NM_001080769
ENSMUST00000114863;D17Wsu92e;27751235;27820625;17;CCDS28569;NM_001033279
ENSMUST00000114897;Atp5c1;10056030;10080510;2;CCDS38045;NM_020615
ENSMUST00000114976;Luc7l;26252951;26285504;17;CCDS28549;NM_028190
ENSMUST00000115073;Stag2;42149317;42277185;X;CCDS72371;NM_001290713
ENSMUST00000115086;Ei24;36779159;36797393;9;CCDS22973;NM_001199494
ENSMUST00000115151;Ubxn7;32332257;32393747;16;CCDS49826;NM_177633
ENSMUST00000115160;Tmem209;30481228;30509783;6;CCDS19972;"NM_001347087; NM_178625"
ENSMUST00000115222;Zbtb44;31030646;31075885;9;CCDS52747;NM_001115130
ENSMUST00000115248;C330007P06Rik;36848543;36864246;X;CCDS53050;NM_029951
ENSMUST00000115259;Tmem60;20882191;20886870;5;CCDS19101;NM_177601
ENSMUST00000115330;Pot1a;25743737;25809226;6;CCDS39442;NM_133931
ENSMUST00000115414;Ilf3;21368003;21401803;9;CCDS40553;NM_001042709
ENSMUST00000115487;Raver1;21074158;21092008;9;CCDS40550;NM_027911
ENSMUST00000115511;Phf14;11925916;12081205;6;CCDS51720;NM_001168382
ENSMUST00000115595;Ftsj1;8240420;8252395;X;CCDS72340;NM_001290430
ENSMUST00000115632;Mre11a;14784676;14837123;9;CCDS80958;NM_001310728
ENSMUST00000115655;Pqbp1;7894583;7898979;X;CCDS29977;NM_019478
ENSMUST00000115731;Mapk1;16983567;17039040;16;CCDS27992;NM_001038663
ENSMUST00000115817;Tpgs2;25136037;25169007;18;CCDS29105;"NM_001142697; NM_001004361"
ENSMUST00000115844;Glyr1;5013909;5049857;16;CCDS37244;NM_001079814
ENSMUST00000116234;Arl1;88731068;88744094;10;CCDS36025;NM_025859
ENSMUST00000116280;Knop1;118842222;118855998;7;CCDS40104;NM_023197
ENSMUST00000116363;Adprm;67038041;67052570;11;CCDS48820;NM_025510
ENSMUST00000116375;Cstf1;172370734;172382448;2;CCDS17130;NM_024199
ENSMUST00000116403;Hnrnpk;58391142;58403343;13;CCDS79199;NM_001301341
ENSMUST00000116412;Ctu2;122476143;122483092;8;CCDS52694;NM_153775
ENSMUST00000116514;Wbp11;136813654;136828233;6;CCDS20655;NM_021714
ENSMUST00000116567;Brms1;5041354;5049917;19;CCDS50355;NM_134155
ENSMUST00000116584;Mrpl39;84717576;84735742;16;CCDS57035;NM_017404
ENSMUST00000117085;Abhd17c;84109356;84151893;7;CCDS21417;NM_133722
ENSMUST00000117245;Trp53bp2;182409172;182462432;1;CCDS48476;NM_173378
ENSMUST00000117394;Taok2;126869503;126884703;7;CCDS52403;NM_001163775
ENSMUST00000117449;Jkamp;72085857;72101461;12;CCDS56844;NM_001205067
ENSMUST00000117506;Ube4a;44923127;44965578;9;CCDS23122;NM_145400
ENSMUST00000117583;Nfu1;87009836;87028459;6;CCDS85088;NM_020045
ENSMUST00000117654;Tbrg1;37648763;37657312;9;CCDS52771;NM_025289
ENSMUST00000117989;Ngrn;80261215;80265374;7;CCDS21393;NM_031375
ENSMUST00000118009;Naf1;66860217;66890564;8;CCDS52562;NM_001163564
ENSMUST00000118174;Phtf2;20758663;20882124;5;CCDS51426;NM_172992
ENSMUST00000118186;Ift46;44776377;44790895;9;CCDS23119;
ENSMUST00000118286;Mfn1;32531554;32577353;3;CCDS17296;
ENSMUST00000118316;N4bp2l2;150635972;150665612;5;CCDS19888;NM_201369
ENSMUST00000118317;Hipk1;103739815;103791563;3;CCDS38576;NM_001301304
ENSMUST00000118592;Ccdc186;56787481;56822190;19;CCDS29921;
ENSMUST00000118729;Zfp740;102203648;102215605;15;CCDS79416;NM_001289691
ENSMUST00000118927;Zdhhc13;48789003;48827440;7;CCDS52259;NM_028031
ENSMUST00000119014;Pigg;108312609;108349355;5;CCDS80354;NM_001310689
ENSMUST00000119353;Fkbp8;70527724;70535328;8;CCDS52576;NM_010223
ENSMUST00000119559;Lancl1;67003375;67038834;1;CCDS15025;
ENSMUST00000119576;Mrps17;129715497;129722556;5;CCDS19697;
ENSMUST00000119944;Lemd3;120923413;120979332;10;CCDS48703;NM_001081193
